	text	labels_0	labels_1	labels_2	labels_3	labels_4	labels_5	labels_6	labels_7	labels_8	labels_9	labels_10	labels_11	labels_12	labels_13	labels_14	labels_15
636	Die beiden Hauprgerichte - LOC Gesellenstück und Schweineschnitzel Braumeister Art - waren allerdings hervorragend und meeeeehr als riechlich.	('FOOD', 'POSITIVE', 'LOC Gesellenstück')	('FOOD', 'POSITIVE', 'Schweineschnitzel Braumeister Art')	('FOOD', 'POSITIVE', 'LOC Gesellenstück')	('FOOD', 'POSITIVE', 'Schweineschnitzel Braumeister Art')												
637	Die beiden Hauprgerichte - LOC Gesellenstück und Schweineschnitzel Braumeister Art - waren allerdings hervorragend und meeeeehr als riechlich.	fq	fq	fs	fs												
638	Die beiden Kellner haben aber auch nach 50 Minuten keine Bestellung aufgenommen, obwohl die Tische neben uns bedient wurden.	('SERVICE', 'NEGATIVE', 'Kellner')															
639	Die beiden Kellner haben aber auch nach 50 Minuten keine Bestellung aufgenommen, obwohl die Tische neben uns bedient wurden.	sg															
640	Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.	('FOOD', 'NEUTRAL', 'Pizzen')	('FOOD', 'POSITIVE', 'Pizzen')														
641	Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.	fq	fs														
642	Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.	('PRICE', 'NEGATIVE', 'Preis')															
643	Die große Platte beinhaltete zwar 12 Beilagen, aber dieser Preis war nicht fair.	fq															
644	Die herzliche Begrüßung und die freundliche Bedienung sowie das gemütliche Ambiente haben uns sehr gefallen.	('SERVICE', 'POSITIVE', 'Bedienung')	('AMBIENCE', 'POSITIVE', 'Ambiente')	('AMBIENCE', 'POSITIVE', 'Begrüßung')													
645	Die herzliche Begrüßung und die freundliche Bedienung sowie das gemütliche Ambiente haben uns sehr gefallen.	sg	ag	ag													
646	Die kostenpflichtige Schinkennummer wird auch nicht dadurch besser, dass sie von den Vorbesitzern erfunden wurde.	('FOOD', 'NEGATIVE', 'Schinkennummer')															
647	Die kostenpflichtige Schinkennummer wird auch nicht dadurch besser, dass sie von den Vorbesitzern erfunden wurde.	fq															
648	Die linguini waren zu durch, die Pasta Saucen generell eher unterdurchschnittlich und selbst die gnocchi mit Trüffeln waren leider nicht lecker.	('FOOD', 'NEGATIVE', 'linguini')	('FOOD', 'NEGATIVE', 'Pasta Saucen')	('FOOD', 'NEGATIVE', 'gnocchi mit Trüffeln')													
649	Die linguini waren zu durch, die Pasta Saucen generell eher unterdurchschnittlich und selbst die gnocchi mit Trüffeln waren leider nicht lecker.	fq	fq	fq													
650	Die schlechteste Haxe, die ich in meinem Leben gegessen habe.	('FOOD', 'NEGATIVE', 'Haxe')															
651	Die schlechteste Haxe, die ich in meinem Leben gegessen habe.	fq															
652	Die schönsten Plätze sind draußen an den Mauern der Kirche!	('AMBIENCE', 'POSITIVE', 'Plätze')															
653	Die schönsten Plätze sind draußen an den Mauern der Kirche!	ag															
654	Die sehr freundliche Kellnerin namens Eva (der Name stand auf einem Begrüssungskärtchen) war sehr angenehm und Aufmerksam.	('SERVICE', 'POSITIVE', 'Eva')															
655	Die sehr freundliche Kellnerin namens Eva (der Name stand auf einem Begrüssungskärtchen) war sehr angenehm und Aufmerksam.	sg															
656	Die von meiner Frau gegessenen Parpadelle a'la RESTAURANT_NAME waren ebenfalls zu wenig gewürzt und wurden mit zu wenig geriebenem Parmesan serviert.	('FOOD', 'NEGATIVE', "Parpadelle a\\'la RESTAURANT_NAME")															
657	Die von meiner Frau gegessenen Parpadelle a'la RESTAURANT_NAME waren ebenfalls zu wenig gewürzt und wurden mit zu wenig geriebenem Parmesan serviert.	fq															
658	Die westfälische Küche, Zwiebelfleisch, und der Rheinische Sauerbraten überzeugen geschmacklich in jeder Hinsicht.	('FOOD', 'POSITIVE', 'Küche')	('FOOD', 'POSITIVE', 'Zwiebelfleisch')	('FOOD', 'POSITIVE', 'Sauerbraten')													
659	Die westfälische Küche, Zwiebelfleisch, und der Rheinische Sauerbraten überzeugen geschmacklich in jeder Hinsicht.	fq	fq	fq													
660	DieTische sind klein und so eng gestellt das man das Gefühl hat beim Nachbarn auf dem Schoß zu sitzen.	('AMBIENCE', 'NEGATIVE', 'DieTische')															
661	DieTische sind klein und so eng gestellt das man das Gefühl hat beim Nachbarn auf dem Schoß zu sitzen.	ag															
662	Dies könnte dem bei unserem Besuch nicht sehr aufmerksamen Service, sehr kleinen Portionen und vergleichsweise hohen Preisen geschuldet sein.	('SERVICE', 'NEGATIVE', 'Service')	('FOOD', 'NEGATIVE', 'Portionen')	('PRICE', 'NEGATIVE', 'Preisen')													
663	Dies könnte dem bei unserem Besuch nicht sehr aufmerksamen Service, sehr kleinen Portionen und vergleichsweise hohen Preisen geschuldet sein.	sg	fs	fp													
664	Diese angeblich bayerische Brauerei ist ein No-Go.	('GENERAL-IMPRESSION', 'NEGATIVE', 'Brauerei')															
665	Diese angeblich bayerische Brauerei ist ein No-Go.	rg															
666	Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde.	('FOOD', 'NEGATIVE', 'NULL')															
667	Dieser war dermaßen zäh und ungenießbar, dass unser Dessert ziemlich unangetastet wieder abgeräumt wurde.	fq															
668	Direkt an der LOC im Zentrum gelegen ist das Restaurant ideal für einen Stopp.	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')															
669	Direkt an der LOC im Zentrum gelegen ist das Restaurant ideal für einen Stopp.	lg															
670	Direkt neben der LOC präsentiert sich das LOC mit wunderschönen Räumen.	('AMBIENCE', 'POSITIVE', 'Räumen')															
671	Direkt neben der LOC präsentiert sich das LOC mit wunderschönen Räumen.	ag															
672	Echt schlimm.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
673	Echt schlimm.	rg															
674	Eigentlich fehlen mir die Worte!!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
675	Eigentlich fehlen mir die Worte!!	rg															
676	Ein Armutszeugnis.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
677	Ein Armutszeugnis.	rg															
678	Ein Lob an Koch.	('FOOD', 'POSITIVE', 'NULL')															
679	Ein Lob an Koch.	fq															
680	Ein Service der absoluten Spitzenklasse, so extrem aufmerksam und freundlich, wie es heute nur noch selten anzutreffen ist.	('SERVICE', 'POSITIVE', 'Service')															
681	Ein Service der absoluten Spitzenklasse, so extrem aufmerksam und freundlich, wie es heute nur noch selten anzutreffen ist.	sg															
682	Ein Steakhouse ohne Ofenkartoffel ist an Absurdität nicht zu überbieten!	('GENERAL-IMPRESSION', 'NEGATIVE', 'Steakhouse')															
683	Ein Steakhouse ohne Ofenkartoffel ist an Absurdität nicht zu überbieten!	rm															
684	Ein Stück schieren "edlen" Fleisches konnte ich nicht entdecken.	('FOOD', 'NEGATIVE', 'NULL')															
685	Ein Stück schieren "edlen" Fleisches konnte ich nicht entdecken.	fq															
686	Ein angenehmer Mittagstisch.	('AMBIENCE', 'POSITIVE', 'Mittagstisch')															
687	Ein angenehmer Mittagstisch.	ag															
688	Ein arroganter, schlecht gelaunter farbiger Türsteher am Einlass befahl uns jedoch im Imperativ begleitet von abfälligen Gesten, dass wir uns am Ende der Schlange wieder anstellen sollten, obwohl wir natürlich keinen Tisch mehr wollten.	('SERVICE', 'NEGATIVE', 'Türsteher')															
689	Ein arroganter, schlecht gelaunter farbiger Türsteher am Einlass befahl uns jedoch im Imperativ begleitet von abfälligen Gesten, dass wir uns am Ende der Schlange wieder anstellen sollten, obwohl wir natürlich keinen Tisch mehr wollten.	sg															
690	Ein gemütlicher Bierkeller mit freundlicher und flotter Bedienung.	('SERVICE', 'POSITIVE', 'Bedienung')	('AMBIENCE', 'POSITIVE', 'Bierkeller')														
691	Ein gemütlicher Bierkeller mit freundlicher und flotter Bedienung.	sg	ag														
692	Ein sehr unfreundlicher Gastronomiebetrieb, bei Raklamationen wegen falscher Abrechnung wird der LOC Herr Morawek ausfallend und beleidigend.	('SERVICE', 'NEGATIVE', 'NULL')	('SERVICE', 'NEGATIVE', 'Morawek')														
693	Ein sehr unfreundlicher Gastronomiebetrieb, bei Raklamationen wegen falscher Abrechnung wird der LOC Herr Morawek ausfallend und beleidigend.	sg	sg														
694	Ein solides italienisches Restaurant in der LOC, mit selbstgemachte Pasta, guter Auswahl und immer wieder ein Besuch wert.	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')	('FOOD', 'POSITIVE', 'Auswahl')	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')													
695	Ein solides italienisches Restaurant in der LOC, mit selbstgemachte Pasta, guter Auswahl und immer wieder ein Besuch wert.	rm	fq	rg													
696	Ein uriges Kellerlokal in einem Gewölbe.	('AMBIENCE', 'POSITIVE', 'Kellerlokal in einem Gewölbe')															
697	Ein uriges Kellerlokal in einem Gewölbe.	ag															
698	Eine Haxe für EUR 26,50 ist schon preislich ambitioniert.	('PRICE', 'NEGATIVE', 'Haxe')															
699	Eine Haxe für EUR 26,50 ist schon preislich ambitioniert.	fp															
700	Eine Tourinepp-Veranstaltung halt.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
701	Eine Tourinepp-Veranstaltung halt.	rm															
702	Eine der Beste Restaurant in LOC!	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')															
703	Eine der Beste Restaurant in LOC!	rg															
704	Eine der Servicekräfte deutete auf die Uhr und teilte mir in einem barschen Tonfall mit, dass man um 22:00 Uhr schließe.	('SERVICE', 'NEGATIVE', 'Servicekräfte')															
705	Eine der Servicekräfte deutete auf die Uhr und teilte mir in einem barschen Tonfall mit, dass man um 22:00 Uhr schließe.	sg															
706	Eine halbe Stunde nach der Bestellung des Weines (LOC) wurden wir über dessen nicht mehr Vorhandensein informiert, und es dauerte 1 weitere Stunde bis der Alternativwein serviert wurde.	('SERVICE', 'NEGATIVE', 'NULL')															
707	Eine halbe Stunde nach der Bestellung des Weines (LOC) wurden wir über dessen nicht mehr Vorhandensein informiert, und es dauerte 1 weitere Stunde bis der Alternativwein serviert wurde.	sg															
708	Eine innovative Küche eines engagierten Kochs, wobei man es mögen muss, dass in JEDEM Gang deutliche Fruchtnoten zumindest im Hintergrund, wenn nicht im Vordergrund stehen.	('FOOD', 'POSITIVE', 'Küche')	('SERVICE', 'POSITIVE', 'Kochs')														
709	Eine innovative Küche eines engagierten Kochs, wobei man es mögen muss, dass in JEDEM Gang deutliche Fruchtnoten zumindest im Hintergrund, wenn nicht im Vordergrund stehen.	fq	sg														
710	Eine sehr schöne Abwechslung zu anderen Restaurants mit toller Musik.	('AMBIENCE', 'POSITIVE', 'Musik')															
711	Eine sehr schöne Abwechslung zu anderen Restaurants mit toller Musik.	ag															
712	Eine typische Touristenlocation die von ihrem Mythos lebt.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
713	Eine typische Touristenlocation die von ihrem Mythos lebt.	rm															
714	Eine weitere Servicekraft, kaum älter als 18 sprach jeden Gast, egal welchen Alters, sehr fläzig mit "Du" und in tiefsten "Sächsisch" an.	('SERVICE', 'NEGATIVE', 'Servicekraft')															
715	Eine weitere Servicekraft, kaum älter als 18 sprach jeden Gast, egal welchen Alters, sehr fläzig mit "Du" und in tiefsten "Sächsisch" an.	sg															
716	Einen Punkt abziehen möchte ich für den überheblich, selbsverliebt und gönnerhaft auftretenden Herren am Empfang.	('SERVICE', 'NEGATIVE', 'Herren am Empfang')															
717	Einen Punkt abziehen möchte ich für den überheblich, selbsverliebt und gönnerhaft auftretenden Herren am Empfang.	sg															
718	Einfach Daumen hoch!!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
719	Einfach Daumen hoch!!	rg															
720	Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen.	('FOOD', 'NEGATIVE', 'Speisen')	('SERVICE', 'NEGATIVE', 'Service')														
721	Einfaches Restaurant mit schlechten Service und kaum glutenfreie Speisen.	fs	sg														
722	Einmal zum Mittagessen - das vegetarische Trio Knödel war fantasievoll und schmeckte sehr gut, die Bandnudeln mit gebratenen Pfifferlingen waren gut, hätten aber durch etwas mehr Gewürze deutlich gewonnen.	('FOOD', 'POSITIVE', 'vegetarische Trio Knödel')	('FOOD', 'POSITIVE', 'Bandnudeln mit gebratenen Pfifferlingen')														
723	Einmal zum Mittagessen - das vegetarische Trio Knödel war fantasievoll und schmeckte sehr gut, die Bandnudeln mit gebratenen Pfifferlingen waren gut, hätten aber durch etwas mehr Gewürze deutlich gewonnen.	fq	fq														
724	Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel LOC das Essen kam, ich hatte eine Haxe.	('SERVICE', 'NEGATIVE', 'NULL')															
725	Ente war aus, gesagt hat man es einem bei der Bestellung (wieso nicht schon beim Austeilen der Karte, das erspart viel LOC das Essen kam, ich hatte eine Haxe.	sg															
726	Entspanntes Ambiente, auch die Grüße aus der Küche sowie Pré- und Postdesert waren unglaublich lecker und besonders!	('AMBIENCE', 'POSITIVE', 'Ambiente')	('FOOD', 'POSITIVE', 'Grüße aus der Küche')	('FOOD', 'POSITIVE', 'Pré- und Postdesert')													
727	Entspanntes Ambiente, auch die Grüße aus der Küche sowie Pré- und Postdesert waren unglaublich lecker und besonders!	ag	fq	fq													
728	Enttäuschend war für uns alle die Essensqualität.	('FOOD', 'NEGATIVE', 'NULL')															
729	Enttäuschend war für uns alle die Essensqualität.	fq															
730	Enttäuschend!!!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
731	Enttäuschend!!!	rg															
732	Er kam nie zu unserem Tisch und bei der Bezahlung hat er auch nicht viel geredet, uns nur das Kartenlesegerät hingehalten, den Preis konnte ich nicht sehen - als wir um eine Aufteilung baten wurde er anscheinend sauer und hat nur böse geschnaubt und den Kopf geschüttelt - „Geht nicht“.	('SERVICE', 'NEGATIVE', 'NULL')															
733	Er kam nie zu unserem Tisch und bei der Bezahlung hat er auch nicht viel geredet, uns nur das Kartenlesegerät hingehalten, den Preis konnte ich nicht sehen - als wir um eine Aufteilung baten wurde er anscheinend sauer und hat nur böse geschnaubt und den Kopf geschüttelt - „Geht nicht“.	sg															
734	Erlebens- und Sehenswert, alteingessesene Gaststätte, Essen, Bedienung/Service, Atmosphäre, rundum sehr gut, nur zu empfehlen!	('FOOD', 'POSITIVE', 'Essen')	('SERVICE', 'POSITIVE', 'Bedienung/Service')	('AMBIENCE', 'POSITIVE', 'Atmosphäre')	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')												
735	Erlebens- und Sehenswert, alteingessesene Gaststätte, Essen, Bedienung/Service, Atmosphäre, rundum sehr gut, nur zu empfehlen!	fq	sg	ag	rg												
736	Es gab keine reine Rebe und zudem recht teuer.	('FOOD', 'NEGATIVE', 'NULL')	('PRICE', 'NEGATIVE', 'NULL')														
737	Es gab keine reine Rebe und zudem recht teuer.	ds	dp														
738	Es gibt wirklich deutlich bessere thailändische Küche in LOC.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
739	Es gibt wirklich deutlich bessere thailändische Küche in LOC.	rm															
740	Es hat gezogen an unserem Platz, es war etwas kalt.	('AMBIENCE', 'NEGATIVE', 'NULL')															
741	Es hat gezogen an unserem Platz, es war etwas kalt.	ag															
742	Es ist eine super Atmosphäre	('AMBIENCE', 'POSITIVE', 'Atmosphäre')															
743	Es ist eine super Atmosphäre	ag															
744	Es ist sehr viel los gewesen und das hat man beim Service ein wenig gemerkt.	('SERVICE', 'NEGATIVE', 'Service')															
745	Es ist sehr viel los gewesen und das hat man beim Service ein wenig gemerkt.	sg															
746	Es lohnt sich 100%.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
747	Es lohnt sich 100%.	rg															
748	Es lohnt sich durch das Lokal zu gehen und alles an zu sehen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
749	Es lohnt sich durch das Lokal zu gehen und alles an zu sehen.	rg															
750	Es schmeckt wie in LOC und würden wir in LOC wohnen, wären wir Stammgäste.	('FOOD', 'POSITIVE', 'NULL')	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')														
